ACCESSION_NUMBER	CIK	REGISTRANT_NAME	FILE_NUM	LEI	ADDRESS1	ADDRESS2	CITY	STATE	COUNTRY	ZIP	PHONE
0000910472-26-005150	0001420040	Dunham Funds	811-22153	549300FI2C3SP4YCHL80	6256 Greenwich Dr	SUITE 550	SAN DIEGO	US-CA	US	92122	858-964-0500
0001410368-26-034347	0001579881	Calamos ETF Trust	811-22887	549300B2KP9WEFDULJ54	2020 CALAMOS COURT		NAPERVILLE	US-IL	US	60563	630-245-7200
0001410368-26-034358	0001579881	Calamos ETF Trust	811-22887	549300B2KP9WEFDULJ54	2020 CALAMOS COURT		NAPERVILLE	US-IL	US	60563	630-245-7200
0002048251-26-002577	0001690996	City National Rochdale Select Strategies Fund	811-23217	549300X58ZMPLSS1TJ65	400 PARK AVENUE		NEW YORK	US-NY	US	10022	8007088881
0001410368-26-034355	0001579881	Calamos ETF Trust	811-22887	549300B2KP9WEFDULJ54	2020 CALAMOS COURT		NAPERVILLE	US-IL	US	60563	630-245-7200
0001410368-26-034366	0001579881	Calamos ETF Trust	811-22887	549300B2KP9WEFDULJ54	2020 CALAMOS COURT		NAPERVILLE	US-IL	US	60563	630-245-7200
0002071691-26-001674	0001174610	ProShares Trust	811-21114	5493005D9DS7C1P5AM59	7272 Wisconsin Avenue		Bethesda	US-MD	US	20814	240-497-6400
0002071691-26-001675	0001174610	ProShares Trust	811-21114	5493005D9DS7C1P5AM59	7272 Wisconsin Avenue		Bethesda	US-MD	US	20814	240-497-6400
0002071691-26-001694	0001174610	ProShares Trust	811-21114	5493005D9DS7C1P5AM59	7272 Wisconsin Avenue		Bethesda	US-MD	US	20814	240-497-6400
0002071691-26-001704	0001174610	ProShares Trust	811-21114	5493005D9DS7C1P5AM59	7272 Wisconsin Avenue		Bethesda	US-MD	US	20814	240-497-6400
0002071691-26-001707	0001174610	ProShares Trust	811-21114	5493005D9DS7C1P5AM59	7272 Wisconsin Avenue		Bethesda	US-MD	US	20814	240-497-6400
0001410368-26-013163	0000813900	PACIFIC SELECT FUND	811-05141	549300KH2YJL0X2VEL27	700 NEWPORT CTR DR	P O BOX 7500	NEWPORT BEACH	US-CA	US	92660	949-219-3233
0001193125-26-056278	0001027596	Advisors Series Trust	811-07959	2549003Z0J6URS6I4Y63	615 East Michigan Street		Milwaukee	US-WI	US	53202	626-914-7363
0001410368-26-013283	0000809593	AMERICAN BEACON FUNDS	811-04984	549300EXCES9V5RWB620	220 EAST LAS COLINAS BOULEVARD	SUITE 1200	IRVING	US-TX	US	75039	817-391-6100
0001410368-26-013178	0000948258	M FUND INC	811-09082	5493007H7VIH3Y9VBE66	1125 NW COUCH STREET,	SUITE 900	PORTLAND	US-OR	US	97209	888-736-2878
0001410368-26-013293	0000809593	AMERICAN BEACON FUNDS	811-04984	549300EXCES9V5RWB620	220 EAST LAS COLINAS BOULEVARD	SUITE 1200	IRVING	US-TX	US	75039	817-391-6100
0001410368-26-013312	0000822632	WILLIAM BLAIR FUNDS	811-05344	SNQR0U5FDV8EZZX4W051	150 NORTH RIVERSIDE PLAZA		CHICAGO	US-IL	US	60606	312-364-8000
0001410368-26-013317	0000822632	WILLIAM BLAIR FUNDS	811-05344	SNQR0U5FDV8EZZX4W051	150 NORTH RIVERSIDE PLAZA		CHICAGO	US-IL	US	60606	312-364-8000
0001410368-26-013319	0000822632	WILLIAM BLAIR FUNDS	811-05344	SNQR0U5FDV8EZZX4W051	150 NORTH RIVERSIDE PLAZA		CHICAGO	US-IL	US	60606	312-364-8000
0001410368-26-013322	0000822632	WILLIAM BLAIR FUNDS	811-05344	SNQR0U5FDV8EZZX4W051	150 NORTH RIVERSIDE PLAZA		CHICAGO	US-IL	US	60606	312-364-8000
0001193125-26-056430	0001587982	INVESTMENT MANAGERS SERIES TRUST II	811-22894	549300SU7ER9OFETRU41	235 WEST GALENA STREET		MILWAUKEE 	US-WI	US	532123948	4142992000
0001410368-26-013323	0000822632	WILLIAM BLAIR FUNDS	811-05344	SNQR0U5FDV8EZZX4W051	150 NORTH RIVERSIDE PLAZA		CHICAGO	US-IL	US	60606	312-364-8000
0001193125-26-056431	0001587982	INVESTMENT MANAGERS SERIES TRUST II	811-22894	549300SU7ER9OFETRU41	235 WEST GALENA STREET		MILWAUKEE 	US-WI	US	532123948	4142992000
0001193125-26-056432	0001587982	INVESTMENT MANAGERS SERIES TRUST II	811-22894	549300SU7ER9OFETRU41	235 WEST GALENA STREET		MILWAUKEE 	US-WI	US	532123948	4142992000
0000894189-26-003892	0000811030	Professionally Managed Portfolios	811-05037	254900BPISCYGRJD2727	615 East Michigan Street		Milwaukee	US-WI	US	53202	414-516-1523
0001049169-26-000171	0001862971	Popular Income Plus Fund Inc.	811-23696	FYB81CIV4X8DEIE0N968	PFS 209 MUNOZ RIVERA AVE. 2ND LEVEL		SAN JUAN	US-PR	US	00918	7877544488
0001162044-26-000145	0001054816	MH ELITE PORTFOLIO OF FUNDS TRUST	811-08763	254900FHQZ0CHD95U710	43 Highlander Drive		Scotch Plains	US-NJ	US	07076	8003187969
0001413042-26-000109	0001162127	BLUE CHIP INVESTOR FUNDS	811-10571	549300E7ODDEZWE85417	1939 FRIENDSHIP DRIVE, STE C		EL CAJON	US-CA	US	92020	619-588-9700
0001193125-26-058341	0001582138	Equalize Community Development Fund	811-22875	549300G10P3XIEETOE66	37 West Avenue	Suite 301	Wayne	US-PA	US	19087	6103376500
0001413042-26-000113	0001103243	PFS FUNDS	811-09781	549300QPH5FGDXI8HN15	1939 FRIENDSHIP DRIVE STE C		EL CAJON	US-CA	US	92020	619-588-9700
0000910472-26-001943	0001556505	Advisors Preferred Trust	811-22756	549300VBL7C31PY2VZ37	1445 RESEARCH BOULEVARD	SUITE 530	ROCKVILLE	US-MD	US	20850	240-223-1998
0000910472-26-001942	0001556505	Advisors Preferred Trust	811-22756	549300VBL7C31PY2VZ37	1445 RESEARCH BOULEVARD	SUITE 530	ROCKVILLE	US-MD	US	20850	240-223-1998
0000894189-26-004004	0001141819	Trust for Professional Managers	811-10401	549300O1N816L3GGRD45	615 East Michigan Street		Milwaukee	US-WI	US	53202	513-520-5925
0001410368-26-007808	0000719423	VALIC Co I	811-03738	549300N3XZ1M1QABFI47	2919 ALLEN PARKWAY	C/O VARIABLE ANNUITY LIFE INSURANCE CO	HOUSTON	US-TX	US	77019	800-448-2542
0001410368-26-007811	0000719423	VALIC Co I	811-03738	549300N3XZ1M1QABFI47	2919 ALLEN PARKWAY	C/O VARIABLE ANNUITY LIFE INSURANCE CO	HOUSTON	US-TX	US	77019	800-448-2542
0001099263-26-000806	0001181628	T. ROWE PRICE INFLATION PROTECTED BOND FUND, INC.	811-21185	549300Y4NPP2SMTLIT93	1307 Point Street		Baltimore	US-MD	US	21231	410-345-2000
0001410368-26-007820	0000719423	VALIC Co I	811-03738	549300N3XZ1M1QABFI47	2919 ALLEN PARKWAY	C/O VARIABLE ANNUITY LIFE INSURANCE CO	HOUSTON	US-TX	US	77019	800-448-2542
0001410368-26-007823	0000719423	VALIC Co I	811-03738	549300N3XZ1M1QABFI47	2919 ALLEN PARKWAY	C/O VARIABLE ANNUITY LIFE INSURANCE CO	HOUSTON	US-TX	US	77019	800-448-2542
0001099263-26-000814	0001795351	T. Rowe Price Exchange-Traded Funds, Inc.	811-23494	549300XZPUK24E1UMH17	1307 Point Street		Baltimore	US-MD	US	21231	410-345-2000
0000940400-26-002635	0000822977	Goldman Sachs Trust	811-05349	S2FHCT8U6D2VORP0J605	71 South Wacker Drive		Chicago	US-IL	US	60606	312-655-4400
0000940400-26-002632	0001479026	Goldman Sachs ETF Trust	811-23013	549300VEZF7K2ES5WL82	200 West Street		New York	US-NY	US	10282	312-655-4400
0000940400-26-002633	0000822977	Goldman Sachs Trust	811-05349	S2FHCT8U6D2VORP0J605	71 South Wacker Drive		Chicago	US-IL	US	60606	312-655-4400
0000940400-26-002643	0001479026	Goldman Sachs ETF Trust	811-23013	549300VEZF7K2ES5WL82	200 West Street		New York	US-NY	US	10282	312-655-4400
0000940400-26-002658	0001503123	DBX ETF Trust	811-22487	DNLQXYGHEZ10Q9SIK386	875 Third Avenue		New York	US-NY	US	10022-6225	212-454-4500
0000940400-26-002655	0001503123	DBX ETF Trust	811-22487	DNLQXYGHEZ10Q9SIK386	875 Third Avenue		New York	US-NY	US	10022-6225	212-454-4500
0000940400-26-002673	0001503123	DBX ETF Trust	811-22487	DNLQXYGHEZ10Q9SIK386	875 Third Avenue		New York	US-NY	US	10022-6225	212-454-4500
0001193125-26-024616	0001710607	American Century ETF Trust	811-23305	5493006IKK34YJD98183	4500 Main St		Kansas City	US-MO	US	64111	816-531-5575
0000940400-26-002736	0001479026	Goldman Sachs ETF Trust	811-23013	549300VEZF7K2ES5WL82	200 West Street		New York	US-NY	US	10282	312-655-4400
0001193125-26-024631	0001710607	American Century ETF Trust	811-23305	5493006IKK34YJD98183	4500 Main St		Kansas City	US-MO	US	64111	816-531-5575
0001193125-26-024623	0001710607	American Century ETF Trust	811-23305	5493006IKK34YJD98183	4500 Main St		Kansas City	US-MO	US	64111	816-531-5575
0001193125-26-024640	0001710607	American Century ETF Trust	811-23305	5493006IKK34YJD98183	4500 Main St		Kansas City	US-MO	US	64111	816-531-5575
0001193125-26-024641	0001710607	American Century ETF Trust	811-23305	5493006IKK34YJD98183	4500 Main St		Kansas City	US-MO	US	64111	816-531-5575
0001193125-26-024637	0001710607	American Century ETF Trust	811-23305	5493006IKK34YJD98183	4500 Main St		Kansas City	US-MO	US	64111	816-531-5575
0001193125-26-024658	0001710607	American Century ETF Trust	811-23305	5493006IKK34YJD98183	4500 Main St		Kansas City	US-MO	US	64111	816-531-5575
0001193125-26-024664	0001710607	American Century ETF Trust	811-23305	5493006IKK34YJD98183	4500 Main St		Kansas City	US-MO	US	64111	816-531-5575
0002048251-26-000823	0001432353	GLOBAL X FUNDS	811-22209	5493003RA4QUTSYF1N15	605 Third Avenue	43rd Floor	NEW YORK	US-NY	US	10158	2126446110
0001410368-26-009716	0000865733	HOMESTEAD FUNDS INC	811-06136	54930064OKHCLZTUHW53	4301 WILSON BLVD		ARLINGTON	US-VA	US	22203	800-258-3030
0001410368-26-010282	0000914036	LINCOLN VARIABLE INSURANCE PRODUCTS TRUST	811-08090	3EICVM5HD7FVBIM8WO57	1301 S. Harrison Street		FORT WAYNE	US-IN	US	46802	260-455-2000
0001410368-26-010285	0000914036	LINCOLN VARIABLE INSURANCE PRODUCTS TRUST	811-08090	3EICVM5HD7FVBIM8WO57	1301 S. Harrison Street		FORT WAYNE	US-IN	US	46802	260-455-2000
0001410368-26-010287	0000914036	LINCOLN VARIABLE INSURANCE PRODUCTS TRUST	811-08090	3EICVM5HD7FVBIM8WO57	1301 S. Harrison Street		FORT WAYNE	US-IN	US	46802	260-455-2000
0001410368-26-010286	0000914036	LINCOLN VARIABLE INSURANCE PRODUCTS TRUST	811-08090	3EICVM5HD7FVBIM8WO57	1301 S. Harrison Street		FORT WAYNE	US-IN	US	46802	260-455-2000
0001410368-26-010291	0000914036	LINCOLN VARIABLE INSURANCE PRODUCTS TRUST	811-08090	3EICVM5HD7FVBIM8WO57	1301 S. Harrison Street		FORT WAYNE	US-IN	US	46802	260-455-2000
0001592900-26-001308	0001592900	EA Series Trust	811-22961	5493004OW9VWINAYRX18	3803 West Chester Pike	Suite 150	Newtown Square	US-PA	US	19073	2158829983
0001592900-26-001327	0001592900	EA Series Trust	811-22961	5493004OW9VWINAYRX18	3803 West Chester Pike	Suite 150	Newtown Square	US-PA	US	19073	2158829983
0001592900-26-001330	0001592900	EA Series Trust	811-22961	5493004OW9VWINAYRX18	3803 West Chester Pike	Suite 150	Newtown Square	US-PA	US	19073	2158829983
0001592900-26-001334	0001592900	EA Series Trust	811-22961	5493004OW9VWINAYRX18	3803 West Chester Pike	Suite 150	Newtown Square	US-PA	US	19073	2158829983
0001592900-26-001339	0001592900	EA Series Trust	811-22961	5493004OW9VWINAYRX18	3803 West Chester Pike	Suite 150	Newtown Square	US-PA	US	19073	2158829983
0001592900-26-001340	0001592900	EA Series Trust	811-22961	5493004OW9VWINAYRX18	3803 West Chester Pike	Suite 150	Newtown Square	US-PA	US	19073	2158829983
0001410368-26-031748	0001524513	iShares U.S. ETF Trust	811-22649	5493002YECWEEITPWL97	400 HOWARD STREET		SAN FRANCISCO	US-CA	US	94105	800-474-2737
0002071691-26-007321	0001100663	iShares Trust	811-09729	5493000860OXIC4B5K91	400 Howard Street		San Francisco	US-CA	US	94105	800-474-2737
0002071691-26-007333	0001100663	iShares Trust	811-09729	5493000860OXIC4B5K91	400 Howard Street		San Francisco	US-CA	US	94105	800-474-2737
0002071691-26-007315	0001524513	iShares U.S. ETF Trust	811-22649	5493002YECWEEITPWL97	400 Howard Street		San Francisco	US-CA	US	94105	800-474-2737
0002071691-26-007313	0001100663	iShares Trust	811-09729	5493000860OXIC4B5K91	400 Howard Street		San Francisco	US-CA	US	94105	800-474-2737
0002071691-26-007334	0001100663	iShares Trust	811-09729	5493000860OXIC4B5K91	400 Howard Street		San Francisco	US-CA	US	94105	800-474-2737
0000910472-26-004268	0001552947	Two Roads Shared Trust	811-22718	549300REHU8QC2CK4V30	225 PICTORIA DRIVE	SUITE 450	CINCINNATI	US-OH	US	45246	402-895-1600
0002071691-26-007325	0001100663	iShares Trust	811-09729	5493000860OXIC4B5K91	400 Howard Street		San Francisco	US-CA	US	94105	800-474-2737
0002071691-26-007344	0001100663	iShares Trust	811-09729	5493000860OXIC4B5K91	400 Howard Street		San Francisco	US-CA	US	94105	800-474-2737
0001410368-26-032613	0000778365	Eaton Vance Municipals Trust	811-04409	549300URENTSNA53MO13	One Post Office Square		BOSTON	US-MA	US	02109	617-482-8260
0002071691-26-007351	0001100663	iShares Trust	811-09729	5493000860OXIC4B5K91	400 Howard Street		San Francisco	US-CA	US	94105	800-474-2737
0002071691-26-007335	0001100663	iShares Trust	811-09729	5493000860OXIC4B5K91	400 Howard Street		San Francisco	US-CA	US	94105	800-474-2737
0002071691-26-007348	0001100663	iShares Trust	811-09729	5493000860OXIC4B5K91	400 Howard Street		San Francisco	US-CA	US	94105	800-474-2737
0001004726-26-002254	0001506213	Strategy Shares	811-22497	254900WXTP9YGQC7P376	2960 NORTH MERIDIAN STREET SUITE: 300		INDIANAPOLIS	US-IN	US	46208	855-477-3837
0001004726-26-002261	0001506213	Strategy Shares	811-22497	254900WXTP9YGQC7P376	2960 NORTH MERIDIAN STREET SUITE: 300		INDIANAPOLIS	US-IN	US	46208	855-477-3837
0001410368-26-032621	0000778365	Eaton Vance Municipals Trust	811-04409	549300URENTSNA53MO13	One Post Office Square		BOSTON	US-MA	US	02109	617-482-8260
0002071691-26-007341	0001100663	iShares Trust	811-09729	5493000860OXIC4B5K91	400 Howard Street		San Francisco	US-CA	US	94105	800-474-2737
0001004726-26-002258	0001506213	Strategy Shares	811-22497	254900WXTP9YGQC7P376	2960 NORTH MERIDIAN STREET SUITE: 300		INDIANAPOLIS	US-IN	US	46208	855-477-3837
0000894189-26-009071	0002044490	SEG Partners Long/Short Equity Fund	811-24024	2549008SSQB6VTM0L747	380 Lafayette Street		New York	US-NY	US	10003	212-475-8335
0001004726-26-002368	0000908695	Victory Portfolios III	811-07852	549300WIDR2J6W1Y9S11	15935 La Cantera Pkwy Building Two		San Antonio	US-TX	US	78256	800-235-8396
0001004726-26-002356	0000908695	Victory Portfolios III	811-07852	549300WIDR2J6W1Y9S11	15935 La Cantera Pkwy Building Two		San Antonio	US-TX	US	78256	800-235-8396
0001410368-26-032965	0000861929	DIMENSIONAL INVESTMENT GROUP INC	811-06067	549300HU43AV2FC6L876	6300 BEE CAVE ROAD	BUILDING ONE	AUSTIN	US-TX	US	78746	512-306-7400
0001004726-26-002359	0000908695	Victory Portfolios III	811-07852	549300WIDR2J6W1Y9S11	15935 La Cantera Pkwy Building Two		San Antonio	US-TX	US	78256	800-235-8396
0001004726-26-002361	0000908695	Victory Portfolios III	811-07852	549300WIDR2J6W1Y9S11	15935 La Cantera Pkwy Building Two		San Antonio	US-TX	US	78256	800-235-8396
0001410368-26-009717	0000865733	HOMESTEAD FUNDS INC	811-06136	54930064OKHCLZTUHW53	4301 WILSON BLVD		ARLINGTON	US-VA	US	22203	800-258-3030
0001410368-26-033732	0001860434	Harbor ETF Trust	811-23661	549300NWWMUBG8UZZ226	111 SOUTH WACKER DRIVE	34th Floor	CHICAGO	US-IL	US	60606	312-443-4400
0001410368-26-033734	0001860434	Harbor ETF Trust	811-23661	549300NWWMUBG8UZZ226	111 SOUTH WACKER DRIVE	34th Floor	CHICAGO	US-IL	US	60606	312-443-4400
0001410368-26-033735	0000793769	HARBOR FUNDS	811-04676	549300YJH4HL5M6WFP75	111 SOUTH WACKER DRIVE	34TH FLOOR	CHICAGO	US-IL	US	60606	312-443-4400
0001410368-26-033749	0001860434	Harbor ETF Trust	811-23661	549300NWWMUBG8UZZ226	111 SOUTH WACKER DRIVE	34th Floor	CHICAGO	US-IL	US	60606	312-443-4400
0001410368-26-033736	0000793769	HARBOR FUNDS	811-04676	549300YJH4HL5M6WFP75	111 SOUTH WACKER DRIVE	34TH FLOOR	CHICAGO	US-IL	US	60606	312-443-4400
0001410368-26-033745	0000793769	HARBOR FUNDS	811-04676	549300YJH4HL5M6WFP75	111 SOUTH WACKER DRIVE	34TH FLOOR	CHICAGO	US-IL	US	60606	312-443-4400
0001410368-26-033738	0001860434	Harbor ETF Trust	811-23661	549300NWWMUBG8UZZ226	111 SOUTH WACKER DRIVE	34th Floor	CHICAGO	US-IL	US	60606	312-443-4400
0001410368-26-033740	0001860434	Harbor ETF Trust	811-23661	549300NWWMUBG8UZZ226	111 SOUTH WACKER DRIVE	34th Floor	CHICAGO	US-IL	US	60606	312-443-4400
0001410368-26-033741	0000793769	HARBOR FUNDS	811-04676	549300YJH4HL5M6WFP75	111 SOUTH WACKER DRIVE	34TH FLOOR	CHICAGO	US-IL	US	60606	312-443-4400
0001410368-26-033742	0001860434	Harbor ETF Trust	811-23661	549300NWWMUBG8UZZ226	111 SOUTH WACKER DRIVE	34th Floor	CHICAGO	US-IL	US	60606	312-443-4400
0001410368-26-033751	0001860434	Harbor ETF Trust	811-23661	549300NWWMUBG8UZZ226	111 SOUTH WACKER DRIVE	34th Floor	CHICAGO	US-IL	US	60606	312-443-4400
0001410368-26-033744	0001860434	Harbor ETF Trust	811-23661	549300NWWMUBG8UZZ226	111 SOUTH WACKER DRIVE	34th Floor	CHICAGO	US-IL	US	60606	312-443-4400
0001410368-26-033750	0000793769	HARBOR FUNDS	811-04676	549300YJH4HL5M6WFP75	111 SOUTH WACKER DRIVE	34TH FLOOR	CHICAGO	US-IL	US	60606	312-443-4400
0001410368-26-033748	0001860434	Harbor ETF Trust	811-23661	549300NWWMUBG8UZZ226	111 SOUTH WACKER DRIVE	34th Floor	CHICAGO	US-IL	US	60606	312-443-4400
0000940400-26-012026	0001992104	PGIM Rock ETF Trust	811-23901	52990099V6I8LAKJK031	655 BROAD ST		NEWARK	US-NJ	US	07102-4077	888-247-8090
0001410368-26-033756	0000793769	HARBOR FUNDS	811-04676	549300YJH4HL5M6WFP75	111 SOUTH WACKER DRIVE	34TH FLOOR	CHICAGO	US-IL	US	60606	312-443-4400
0001410368-26-033754	0001860434	Harbor ETF Trust	811-23661	549300NWWMUBG8UZZ226	111 SOUTH WACKER DRIVE	34th Floor	CHICAGO	US-IL	US	60606	312-443-4400
0000940400-26-012036	0001992104	PGIM Rock ETF Trust	811-23901	52990099V6I8LAKJK031	655 BROAD ST		NEWARK	US-NJ	US	07102-4077	888-247-8090
0001410368-26-033759	0000793769	HARBOR FUNDS	811-04676	549300YJH4HL5M6WFP75	111 SOUTH WACKER DRIVE	34TH FLOOR	CHICAGO	US-IL	US	60606	312-443-4400
0000940400-26-012032	0001992104	PGIM Rock ETF Trust	811-23901	52990099V6I8LAKJK031	655 BROAD ST		NEWARK	US-NJ	US	07102-4077	888-247-8090
0000940400-26-012025	0001992104	PGIM Rock ETF Trust	811-23901	52990099V6I8LAKJK031	655 BROAD ST		NEWARK	US-NJ	US	07102-4077	888-247-8090
0000910472-26-000703	0001545440	Ultimus Managers Trust	811-22680	549300FU214TAR7BFY91	225 Pictoria Drive	Suite 450	Cincinnati	US-OH	US	45246	513-587-3400
0000910472-26-000710	0001815558	Waycross Independent Trust	811-23581	549300V2Z4A93B0ZQR11	4965 U.S. Highway 42	Suite 2900	Louisville	US-KY	US	40222	(502) 410-1912
0000940400-26-002830	0001727074	PGIM ETF Trust	811-23324	549300OXS91LYTDQF355	655 Broad Street		Newark	US-NJ	US	07102-4077	888-247-8090
0000910472-26-000707	0001545440	Ultimus Managers Trust	811-22680	549300FU214TAR7BFY91	225 Pictoria Drive	Suite 450	Cincinnati	US-OH	US	45246	513-587-3400
0000052848-26-000137	0000052848	VANGUARD WORLD FUND	811-01027	549300MP6BT0L4Q61L10	100 Vanguard Boulevard		Malvern	US-PA	US	19355	610-669-1000
0000105563-26-000053	0000105563	VANGUARD WELLINGTON FUND	811-00121	549300X1E8M3H6XRMS84	100 Vanguard Boulevard		Malvern	US-PA	US	19355	610-669-1000
0000052848-26-000145	0000052848	VANGUARD WORLD FUND	811-01027	549300MP6BT0L4Q61L10	100 Vanguard Boulevard		Malvern	US-PA	US	19355	610-669-1000
0001021882-26-000109	0001021882	VANGUARD SCOTTSDALE FUNDS	811-07803	549300Y88GQ3VLJIBX57	100 Vanguard Boulevard		Malvern	US-PA	US	19355	610-669-1000
0001021882-26-000105	0001021882	VANGUARD SCOTTSDALE FUNDS	811-07803	549300Y88GQ3VLJIBX57	100 Vanguard Boulevard		Malvern	US-PA	US	19355	610-669-1000
0000052848-26-000139	0000052848	VANGUARD WORLD FUND	811-01027	549300MP6BT0L4Q61L10	100 Vanguard Boulevard		Malvern	US-PA	US	19355	610-669-1000
0000105563-26-000055	0000105563	VANGUARD WELLINGTON FUND	811-00121	549300X1E8M3H6XRMS84	100 Vanguard Boulevard		Malvern	US-PA	US	19355	610-669-1000
0000891190-26-000053	0000891190	VANGUARD ADMIRAL FUNDS	811-07043	5493001VGEE37B6RMO86	100 Vanguard Boulevard		Malvern	US-PA	US	19355	610-669-1000
0001021882-26-000113	0001021882	VANGUARD SCOTTSDALE FUNDS	811-07803	549300Y88GQ3VLJIBX57	100 Vanguard Boulevard		Malvern	US-PA	US	19355	610-669-1000
0001021882-26-000110	0001021882	VANGUARD SCOTTSDALE FUNDS	811-07803	549300Y88GQ3VLJIBX57	100 Vanguard Boulevard		Malvern	US-PA	US	19355	610-669-1000
0001193125-26-026053	0000792858	John Hancock Strategic Series	811-04651	549300EHS8HZVU6EA108	200 Berkeley Street		Boston	US-MA	US	02116	617-543-9634
0001193125-26-026051	0000315554	John Hancock Bond Trust	811-03006	5493008M2ED2L3NBQL64	200 Berkeley Street		Boston	US-MA	US	02116	617-543-9634
0001193125-26-026069	0001331971	John Hancock Funds II	811-21779	O3MKD80X1I2OGNEFGW25	200 Berkeley Street		Boston	US-MA	US	02116	617-543-9634
0001193125-26-026063	0001331971	John Hancock Funds II	811-21779	O3MKD80X1I2OGNEFGW25	200 Berkeley Street		Boston	US-MA	US	02116	617-543-9634
0000910472-26-000837	0000924628	SARATOGA ADVANTAGE TRUST	811-08542	549300ELDSPPW4ZGNR88	12725 W. Indian School Road	Suite E-101	AVONDALE	US-AZ	US	85392	623-266-4567
0000910472-26-000842	0000924628	SARATOGA ADVANTAGE TRUST	811-08542	549300ELDSPPW4ZGNR88	12725 W. Indian School Road	Suite E-101	AVONDALE	US-AZ	US	85392	623-266-4567
0000910472-26-000845	0000924628	SARATOGA ADVANTAGE TRUST	811-08542	549300ELDSPPW4ZGNR88	12725 W. Indian School Road	Suite E-101	AVONDALE	US-AZ	US	85392	623-266-4567
0001018973-26-000007	0001018973	Nuveen Multistate Trust IV	811-07751	549300X88GJN1SEFP710	333 W. Wacker Dr		Chicago	US-IL	US	60606	312-917-7700
0000894189-26-002639	0000811030	Professionally Managed Portfolios	811-05037	254900BPISCYGRJD2727	615 East Michigan Street		Milwaukee	US-WI	US	53202	414-516-1523
0001193125-26-028778	0001658645	Stone Ridge Trust V	811-23120	549300KD54T7ZWXRKM31	One Vanderbilt Avenue	65th Floor	New York	US-NY	US	10017	212-257-4750
0000894189-26-002977	0001540305	ETF Series Solutions	811-22668	5493008BB0X0GYS3UI50	615 E Michigan Street		Milwaukee	US-WI	US	53202	414-516-1645
